STATIONS_ID;MESS_DATUM;QN_3;   F;   D;eor
       5705;2018010100;   10;   6.9; 250;eor
       5705;2018010101;   10;   9.7; 260;eor
       5705;2018010102;   10;   9.7; 270;eor
       5705;2018010103;   10;   9.0; 260;eor
       5705;2018010104;   10;   9.0; 270;eor
       5705;2018010105;   10;   8.6; 270;eor
       5705;2018010106;   10;   9.5; 260;eor
       5705;2018010107;   10;   9.7; 270;eor
       5705;2018010108;   10;   9.7; 280;eor
       5705;2018010109;   10;   9.8; 270;eor
       5705;2018010110;   10;  10.2; 270;eor
       5705;2018010111;   10;   9.4; 270;eor
       5705;2018010112;   10;   9.3; 260;eor
       5705;2018010113;   10;   8.6; 250;eor
       5705;2018010114;   10;   7.3; 260;eor
       5705;2018010115;   10;   5.5; 250;eor
       5705;2018010116;   10;   4.7; 190;eor
       5705;2018010117;   10;   4.9; 180;eor
       5705;2018010118;   10;   5.6; 180;eor
       5705;2018010119;   10;   6.7; 190;eor
       5705;2018010120;   10;   5.6; 220;eor
       5705;2018010121;   10;   5.7; 210;eor
       5705;2018010122;   10;   6.2; 230;eor
       5705;2018010123;   10;   7.1; 240;eor
       5705;2018010200;   10;   8.0; 260;eor
       5705;2018010201;   10;   9.0; 290;eor
       5705;2018010202;   10;  10.3; 290;eor
       5705;2018010203;   10;  11.5; 290;eor
       5705;2018010204;   10;   9.9; 290;eor
       5705;2018010205;   10;   8.3; 280;eor
       5705;2018010206;   10;   6.5; 280;eor
       5705;2018010207;   10;   5.5; 270;eor
       5705;2018010208;   10;   4.7; 260;eor
       5705;2018010209;   10;   3.9; 260;eor
       5705;2018010210;   10;   7.0; 290;eor
       5705;2018010211;   10;   6.8; 290;eor
       5705;2018010212;   10;   6.7; 290;eor
       5705;2018010213;   10;   7.3; 290;eor
       5705;2018010214;   10;   7.7; 290;eor
       5705;2018010215;   10;   7.0; 280;eor
       5705;2018010216;   10;   4.1; 290;eor
       5705;2018010217;   10;   4.5; 260;eor
       5705;2018010218;   10;   4.8; 260;eor
       5705;2018010219;   10;   4.0; 230;eor
       5705;2018010220;   10;   4.0; 200;eor
       5705;2018010221;   10;   4.4; 210;eor
       5705;2018010222;   10;   4.6; 240;eor
       5705;2018010223;   10;   4.9; 230;eor
       5705;2018010300;   10;   5.6; 200;eor
       5705;2018010301;   10;   5.2; 210;eor
       5705;2018010302;   10;   4.6; 220;eor
       5705;2018010303;   10;   5.7; 210;eor
       5705;2018010304;   10;   6.4; 210;eor
       5705;2018010305;   10;   5.8; 210;eor
       5705;2018010306;   10;   9.6; 230;eor
       5705;2018010307;   10;  10.8; 230;eor
       5705;2018010308;   10;   9.4; 290;eor
       5705;2018010309;   10;   7.2; 300;eor
       5705;2018010310;   10;   7.7; 260;eor
       5705;2018010311;   10;  10.5; 280;eor
       5705;2018010312;   10;  12.0; 300;eor
       5705;2018010313;   10;   9.3; 300;eor
       5705;2018010314;   10;  13.3; 290;eor
       5705;2018010315;   10;  12.3; 290;eor
       5705;2018010316;   10;  11.5; 280;eor
       5705;2018010317;   10;  11.0; 280;eor
       5705;2018010318;   10;  11.3; 290;eor
       5705;2018010319;   10;  10.0; 270;eor
       5705;2018010320;   10;   9.6; 280;eor
       5705;2018010321;   10;  10.8; 280;eor
       5705;2018010322;   10;  12.6; 290;eor
       5705;2018010323;   10;  12.4; 280;eor
       5705;2018010400;   10;  11.4; 280;eor
       5705;2018010401;   10;  11.1; 280;eor
       5705;2018010402;   10;  10.8; 280;eor
       5705;2018010403;   10;   9.7; 280;eor
       5705;2018010404;   10;   9.2; 280;eor
       5705;2018010405;   10;   8.8; 270;eor
       5705;2018010406;   10;   8.2; 280;eor
       5705;2018010407;   10;   9.0; 280;eor
       5705;2018010408;   10;   6.8; 280;eor
       5705;2018010409;   10;   4.2; 240;eor
       5705;2018010410;   10;   5.4; 260;eor
       5705;2018010411;   10;   4.4; 240;eor
       5705;2018010412;   10;   4.9; 220;eor
       5705;2018010413;   10;   4.3; 210;eor
       5705;2018010414;   10;   4.0; 190;eor
       5705;2018010415;   10;   4.3; 180;eor
       5705;2018010416;   10;   4.4; 180;eor
       5705;2018010417;   10;   3.0; 200;eor
       5705;2018010418;   10;   3.4; 240;eor
       5705;2018010419;   10;   4.6; 260;eor
       5705;2018010420;   10;   4.6; 270;eor
       5705;2018010421;   10;   9.3; 290;eor
       5705;2018010422;   10;  10.6; 280;eor
       5705;2018010423;   10;  10.0; 290;eor
       5705;2018010500;   10;   9.7; 290;eor
       5705;2018010501;   10;   6.9; 290;eor
       5705;2018010502;   10;   6.2; 280;eor
       5705;2018010503;   10;   5.3; 260;eor
       5705;2018010504;   10;   7.0; 270;eor
       5705;2018010505;   10;   7.2; 270;eor
       5705;2018010506;   10;   9.8; 270;eor
       5705;2018010507;   10;  10.5; 270;eor
       5705;2018010508;   10;   8.4; 260;eor
       5705;2018010509;   10;   9.3; 270;eor
       5705;2018010510;   10;   9.2; 270;eor
       5705;2018010511;   10;   8.0; 270;eor
       5705;2018010512;   10;   7.4; 270;eor
       5705;2018010513;   10;   6.6; 270;eor
       5705;2018010514;   10;   6.1; 250;eor
       5705;2018010515;   10;   4.4; 250;eor
       5705;2018010516;   10;   4.6; 260;eor
       5705;2018010517;   10;   3.3; 250;eor
       5705;2018010518;   10;   1.9; 220;eor
       5705;2018010519;   10;   2.1; 190;eor
       5705;2018010520;   10;   2.7; 190;eor
       5705;2018010521;   10;   2.1; 210;eor
       5705;2018010522;   10;   3.2; 230;eor
       5705;2018010523;   10;   4.5; 250;eor
       5705;2018010600;   10;   4.4; 240;eor
       5705;2018010601;   10;   5.1; 240;eor
       5705;2018010602;   10;   3.5; 240;eor
       5705;2018010603;   10;   2.9; 240;eor
       5705;2018010604;   10;   2.4; 230;eor
       5705;2018010605;   10;   2.4; 220;eor
       5705;2018010606;   10;   2.3; 190;eor
       5705;2018010607;   10;   1.7; 180;eor
       5705;2018010608;   10;   2.1; 160;eor
       5705;2018010609;   10;   2.0; 160;eor
       5705;2018010610;   10;   0.9; 200;eor
       5705;2018010611;   10;   0.7; 160;eor
       5705;2018010612;   10;   1.0; 150;eor
       5705;2018010613;   10;   1.3; 130;eor
       5705;2018010614;   10;   1.4; 130;eor
       5705;2018010615;   10;   1.7;  70;eor
       5705;2018010616;   10;   1.6;  60;eor
       5705;2018010617;   10;   2.4;  70;eor
       5705;2018010618;   10;   3.1;  70;eor
       5705;2018010619;   10;   1.9;  70;eor
       5705;2018010620;   10;   1.2;  60;eor
       5705;2018010621;   10;   1.6;  80;eor
       5705;2018010622;   10;   1.9;  50;eor
       5705;2018010623;   10;   3.0;  60;eor
       5705;2018010700;   10;   3.8;  60;eor
       5705;2018010701;   10;   3.4;  50;eor
       5705;2018010702;   10;   4.7;  70;eor
       5705;2018010703;   10;   4.9;  80;eor
       5705;2018010704;   10;   4.8;  70;eor
       5705;2018010705;   10;   4.6;  70;eor
       5705;2018010706;   10;   5.5;  70;eor
       5705;2018010707;   10;   5.8;  70;eor
       5705;2018010708;   10;   6.3;  80;eor
       5705;2018010709;   10;   8.1;  80;eor
       5705;2018010710;   10;   8.0;  80;eor
       5705;2018010711;   10;   6.9;  80;eor
       5705;2018010712;   10;   6.6;  80;eor
       5705;2018010713;   10;   7.4;  80;eor
       5705;2018010714;   10;   7.8;  80;eor
       5705;2018010715;   10;   7.5;  80;eor
       5705;2018010716;   10;   6.8;  80;eor
       5705;2018010717;   10;   6.5;  80;eor
       5705;2018010718;   10;   6.7;  80;eor
       5705;2018010719;   10;   6.5;  80;eor
       5705;2018010720;   10;   6.7;  80;eor
       5705;2018010721;   10;   6.5;  70;eor
       5705;2018010722;   10;   6.9;  80;eor
       5705;2018010723;   10;   7.4;  80;eor
       5705;2018010800;   10;   7.8;  80;eor
       5705;2018010801;   10;   7.7;  80;eor
       5705;2018010802;   10;   8.1;  80;eor
       5705;2018010803;   10;   7.1;  80;eor
       5705;2018010804;   10;   6.2;  80;eor
       5705;2018010805;   10;   5.6;  80;eor
       5705;2018010806;   10;   4.9;  80;eor
       5705;2018010807;   10;   4.8;  80;eor
       5705;2018010808;   10;   5.2;  80;eor
       5705;2018010809;   10;   5.5;  80;eor
       5705;2018010810;   10;   5.5;  90;eor
       5705;2018010811;   10;   5.8;  90;eor
       5705;2018010812;   10;   6.2; 100;eor
       5705;2018010813;   10;   6.3; 100;eor
       5705;2018010814;   10;   6.3; 100;eor
       5705;2018010815;   10;   5.1;  80;eor
       5705;2018010816;   10;   5.0;  80;eor
       5705;2018010817;   10;   4.3;  80;eor
       5705;2018010818;   10;   5.0;  80;eor
       5705;2018010819;   10;   6.4; 100;eor
       5705;2018010820;   10;   6.0; 110;eor
       5705;2018010821;   10;   6.9; 110;eor
       5705;2018010822;   10;   7.7; 120;eor
       5705;2018010823;   10;   6.7; 110;eor
       5705;2018010900;   10;   6.7; 120;eor
       5705;2018010901;   10;   6.0; 110;eor
       5705;2018010902;   10;   6.0; 100;eor
       5705;2018010903;   10;   5.1; 100;eor
       5705;2018010904;   10;   4.8;  90;eor
       5705;2018010905;   10;   4.6;  80;eor
       5705;2018010906;   10;   5.0;  90;eor
       5705;2018010907;   10;   4.0;  90;eor
       5705;2018010908;   10;   1.2;  80;eor
       5705;2018010909;   10;   4.3;  90;eor
       5705;2018010910;   10;   2.2; 100;eor
       5705;2018010911;   10;   3.1;  90;eor
       5705;2018010912;   10;   2.9; 130;eor
       5705;2018010913;   10;   3.1; 130;eor
       5705;2018010914;   10;   2.0; 200;eor
       5705;2018010915;   10;   1.1; 160;eor
       5705;2018010916;   10;   1.6; 100;eor
       5705;2018010917;   10;   2.0;  40;eor
       5705;2018010918;   10;   1.4;  60;eor
       5705;2018010919;   10;   1.9; 330;eor
       5705;2018010920;   10;   2.1; 330;eor
       5705;2018010921;   10;   1.8; 320;eor
       5705;2018010922;   10;   1.4; 140;eor
       5705;2018010923;   10;   1.3; 160;eor
       5705;2018011000;   10;   1.8; 180;eor
       5705;2018011001;   10;   1.4; 140;eor
       5705;2018011002;   10;   2.1; 170;eor
       5705;2018011003;   10;   2.3; 160;eor
       5705;2018011004;   10;   2.2; 170;eor
       5705;2018011005;   10;   1.6; 150;eor
       5705;2018011006;   10;   1.4; 180;eor
       5705;2018011007;   10;   1.1; 170;eor
       5705;2018011008;   10;   1.4; 180;eor
       5705;2018011009;   10;   1.6; 160;eor
       5705;2018011010;   10;   1.1; 170;eor
       5705;2018011011;   10;   1.9; 160;eor
       5705;2018011012;   10;   2.5; 160;eor
       5705;2018011013;   10;   1.9; 180;eor
       5705;2018011014;   10;   1.4; 200;eor
       5705;2018011015;   10;   1.2; 170;eor
       5705;2018011016;   10;   1.5; 150;eor
       5705;2018011017;   10;   0.9; 140;eor
       5705;2018011018;   10;   0.8; 120;eor
       5705;2018011019;   10;   1.1; 110;eor
       5705;2018011020;   10;   0.1; 210;eor
       5705;2018011021;   10;   1.2; 170;eor
       5705;2018011022;   10;   1.5; 250;eor
       5705;2018011023;   10;   0.9; 260;eor
       5705;2018011100;   10;   0.8; 110;eor
       5705;2018011101;   10;   1.0; 150;eor
       5705;2018011102;   10;   0.9; 140;eor
       5705;2018011103;   10;   0.9;  40;eor
       5705;2018011104;   10;   1.3;  80;eor
       5705;2018011105;   10;   1.2;  80;eor
       5705;2018011106;   10;   1.7;  80;eor
       5705;2018011107;   10;   1.0;  40;eor
       5705;2018011108;   10;   1.8;  50;eor
       5705;2018011109;   10;   0.8;  10;eor
       5705;2018011110;   10;   1.1;  20;eor
       5705;2018011111;   10;   1.1;  60;eor
       5705;2018011112;   10;   1.0;  70;eor
       5705;2018011113;   10;   1.7;  80;eor
       5705;2018011114;   10;   1.8; 110;eor
       5705;2018011115;   10;   1.9; 160;eor
       5705;2018011116;   10;   2.4; 160;eor
       5705;2018011117;   10;   2.8; 170;eor
       5705;2018011118;   10;   2.1; 190;eor
       5705;2018011119;   10;   1.5; 260;eor
       5705;2018011120;   10;   1.2; 240;eor
       5705;2018011121;   10;   1.1; 170;eor
       5705;2018011122;   10;   0.6; 190;eor
       5705;2018011123;   10;   1.4; 160;eor
       5705;2018011200;   10;   1.4; 150;eor
       5705;2018011201;   10;   0.8; 160;eor
       5705;2018011202;   10;   0.6; 200;eor
       5705;2018011203;   10;   1.0; 200;eor
       5705;2018011204;   10;   0.5; 170;eor
       5705;2018011205;   10;   0.8; 160;eor
       5705;2018011206;   10;   0.6; 250;eor
       5705;2018011207;   10;   1.2; 150;eor
       5705;2018011208;   10;   0.6; 190;eor
       5705;2018011209;   10;   0.4; 210;eor
       5705;2018011210;   10;   1.0; 180;eor
       5705;2018011211;   10;   1.0; 170;eor
       5705;2018011212;   10;   0.9; 130;eor
       5705;2018011213;   10;   1.6; 100;eor
       5705;2018011214;   10;   1.7;  70;eor
       5705;2018011215;   10;   2.2; 100;eor
       5705;2018011216;   10;   2.1;  90;eor
       5705;2018011217;   10;   2.2;  90;eor
       5705;2018011218;   10;   2.3;  90;eor
       5705;2018011219;   10;   2.3; 120;eor
       5705;2018011220;   10;   2.5; 140;eor
       5705;2018011221;   10;   3.9; 170;eor
       5705;2018011222;   10;   3.3; 180;eor
       5705;2018011223;   10;   1.0; 170;eor
       5705;2018011300;   10;   0.6; 280;eor
       5705;2018011301;   10;   0.7; 140;eor
       5705;2018011302;   10;   1.8;  80;eor
       5705;2018011303;   10;   2.8;  90;eor
       5705;2018011304;   10;   2.5;  90;eor
       5705;2018011305;   10;   2.9; 100;eor
       5705;2018011306;   10;   3.5; 100;eor
       5705;2018011307;   10;   3.3; 100;eor
       5705;2018011308;   10;   3.4; 100;eor
       5705;2018011309;   10;   3.1; 100;eor
       5705;2018011310;   10;   1.7;  90;eor
       5705;2018011311;   10;   4.8; 100;eor
       5705;2018011312;   10;   4.6;  80;eor
       5705;2018011313;   10;   5.9; 100;eor
       5705;2018011314;   10;   6.8; 100;eor
       5705;2018011315;   10;   6.0; 100;eor
       5705;2018011316;   10;   6.4; 100;eor
       5705;2018011317;   10;   6.8; 100;eor
       5705;2018011318;   10;   5.1; 100;eor
       5705;2018011319;   10;   6.1; 110;eor
       5705;2018011320;   10;   5.4; 130;eor
       5705;2018011321;   10;   5.8; 120;eor
       5705;2018011322;   10;   6.5; 100;eor
       5705;2018011323;   10;   6.7; 110;eor
       5705;2018011400;   10;   6.7; 110;eor
       5705;2018011401;   10;   4.8; 120;eor
       5705;2018011402;   10;   4.0; 120;eor
       5705;2018011403;   10;   4.9; 110;eor
       5705;2018011404;   10;   6.0; 100;eor
       5705;2018011405;   10;   5.8; 100;eor
       5705;2018011406;   10;   6.2;  90;eor
       5705;2018011407;   10;   4.4;  90;eor
       5705;2018011408;   10;   2.4; 100;eor
       5705;2018011409;   10;   2.8; 120;eor
       5705;2018011410;   10;   3.3; 120;eor
       5705;2018011411;   10;   4.5; 130;eor
       5705;2018011412;   10;   5.0; 130;eor
       5705;2018011413;   10;   5.1; 130;eor
       5705;2018011414;   10;   5.1; 130;eor
       5705;2018011415;   10;   4.3; 130;eor
       5705;2018011416;   10;   4.4; 120;eor
       5705;2018011417;   10;   3.6; 120;eor
       5705;2018011418;   10;   4.8; 120;eor
       5705;2018011419;   10;   4.5; 120;eor
       5705;2018011420;   10;   3.8; 130;eor
       5705;2018011421;   10;   2.8; 140;eor
       5705;2018011422;   10;   2.0; 150;eor
       5705;2018011423;   10;   0.9; 180;eor
       5705;2018011500;   10;   1.0; 170;eor
       5705;2018011501;   10;   1.5; 150;eor
       5705;2018011502;   10;   1.0; 160;eor
       5705;2018011503;   10;   0.9; 180;eor
       5705;2018011504;   10;   1.8; 160;eor
       5705;2018011505;   10;   1.3; 160;eor
       5705;2018011506;   10;   1.9; 160;eor
       5705;2018011507;   10;   2.0; 170;eor
       5705;2018011508;   10;   3.1; 170;eor
       5705;2018011509;   10;   3.2; 180;eor
       5705;2018011510;   10;   3.6; 170;eor
       5705;2018011511;   10;   3.4; 180;eor
       5705;2018011512;   10;   3.6; 170;eor
       5705;2018011513;   10;   3.4; 160;eor
       5705;2018011514;   10;   3.8; 170;eor
       5705;2018011515;   10;   4.9; 170;eor
       5705;2018011516;   10;   6.2; 170;eor
       5705;2018011517;   10;   5.3; 180;eor
       5705;2018011518;   10;   5.6; 180;eor
       5705;2018011519;   10;   7.1; 190;eor
       5705;2018011520;   10;   6.6; 180;eor
       5705;2018011521;   10;   6.6; 190;eor
       5705;2018011522;   10;   7.9; 210;eor
       5705;2018011523;   10;   8.1; 230;eor
       5705;2018011600;   10;   8.8; 240;eor
       5705;2018011601;   10;   9.2; 260;eor
       5705;2018011602;   10;  10.7; 260;eor
       5705;2018011603;   10;  10.4; 260;eor
       5705;2018011604;   10;   8.3; 270;eor
       5705;2018011605;   10;   8.2; 260;eor
       5705;2018011606;   10;   7.5; 260;eor
       5705;2018011607;   10;   6.7; 250;eor
       5705;2018011608;   10;   8.5; 260;eor
       5705;2018011609;   10;   6.7; 270;eor
       5705;2018011610;   10;   7.6; 270;eor
       5705;2018011611;   10;   9.0; 270;eor
       5705;2018011612;   10;   8.6; 270;eor
       5705;2018011613;   10;   9.0; 280;eor
       5705;2018011614;   10;  11.2; 290;eor
       5705;2018011615;   10;  10.0; 280;eor
       5705;2018011616;   10;   8.5; 280;eor
       5705;2018011617;   10;   8.7; 280;eor
       5705;2018011618;   10;   8.8; 280;eor
       5705;2018011619;   10;   7.0; 260;eor
       5705;2018011620;   10;   8.1; 280;eor
       5705;2018011621;   10;   6.2; 280;eor
       5705;2018011622;   10;   7.3; 280;eor
       5705;2018011623;   10;   7.5; 280;eor
       5705;2018011700;   10;   5.8; 270;eor
       5705;2018011701;   10;   4.4; 260;eor
       5705;2018011702;   10;   6.6; 260;eor
       5705;2018011703;   10;   5.2; 260;eor
       5705;2018011704;   10;   8.6; 270;eor
       5705;2018011705;   10;   7.2; 280;eor
       5705;2018011706;   10;   7.5; 290;eor
       5705;2018011707;   10;   7.6; 290;eor
       5705;2018011708;   10;   7.9; 290;eor
       5705;2018011709;   10;   9.0; 290;eor
       5705;2018011710;   10;   9.6; 300;eor
       5705;2018011711;   10;   8.4; 290;eor
       5705;2018011712;   10;  10.5; 300;eor
       5705;2018011713;   10;  10.1; 290;eor
       5705;2018011714;   10;  10.0; 290;eor
       5705;2018011715;   10;   7.1; 290;eor
       5705;2018011716;   10;   6.9; 280;eor
       5705;2018011717;   10;   6.8; 280;eor
       5705;2018011718;   10;   7.9; 290;eor
       5705;2018011719;   10;   9.5; 300;eor
       5705;2018011720;   10;   7.0; 300;eor
       5705;2018011721;   10;   7.9; 300;eor
       5705;2018011722;   10;   9.0; 300;eor
       5705;2018011723;   10;   6.9; 280;eor
       5705;2018011800;   10;   7.1; 270;eor
       5705;2018011801;   10;   7.2; 270;eor
       5705;2018011802;   10;   6.4; 260;eor
       5705;2018011803;   10;   6.2; 250;eor
       5705;2018011804;   10;   6.2; 260;eor
       5705;2018011805;   10;   7.5; 250;eor
       5705;2018011806;   10;   6.7; 230;eor
       5705;2018011807;   10;   8.0; 220;eor
       5705;2018011808;   10;  10.0; 240;eor
       5705;2018011809;   10;  11.4; 260;eor
       5705;2018011810;   10;  15.3; 260;eor
       5705;2018011811;   10;  15.3; 250;eor
       5705;2018011812;   10;  13.6; 260;eor
       5705;2018011813;   10;  13.4; 270;eor
       5705;2018011814;   10;  14.3; 290;eor
       5705;2018011815;   10;  13.3; 290;eor
       5705;2018011816;   10;   8.9; 320;eor
       5705;2018011817;   10;   8.1; 310;eor
       5705;2018011818;   10;   7.4; 300;eor
       5705;2018011819;   10;   6.1; 300;eor
       5705;2018011820;   10;   7.2; 300;eor
       5705;2018011821;   10;   5.7; 300;eor
       5705;2018011822;   10;   4.0; 280;eor
       5705;2018011823;   10;   5.4; 290;eor
       5705;2018011900;   10;   1.4; 200;eor
       5705;2018011901;   10;   1.7; 320;eor
       5705;2018011902;   10;   1.6; 260;eor
       5705;2018011903;   10;   1.8; 210;eor
       5705;2018011904;   10;   4.7; 290;eor
       5705;2018011905;   10;   6.3; 310;eor
       5705;2018011906;   10;   6.6; 300;eor
       5705;2018011907;   10;   6.4; 290;eor
       5705;2018011908;   10;   6.2; 290;eor
       5705;2018011909;   10;   8.2; 280;eor
       5705;2018011910;   10;   7.0; 290;eor
       5705;2018011911;   10;   5.2; 280;eor
       5705;2018011912;   10;   7.7; 300;eor
       5705;2018011913;   10;   9.1; 300;eor
       5705;2018011914;   10;   7.8; 300;eor
       5705;2018011915;   10;   6.6; 300;eor
       5705;2018011916;   10;   4.1; 290;eor
       5705;2018011917;   10;   3.5; 250;eor
       5705;2018011918;   10;   3.9; 260;eor
       5705;2018011919;   10;   2.7; 250;eor
       5705;2018011920;   10;   2.3; 200;eor
       5705;2018011921;   10;   3.6; 260;eor
       5705;2018011922;   10;   4.5; 260;eor
       5705;2018011923;   10;   4.6; 260;eor
       5705;2018012000;   10;   5.1; 260;eor
       5705;2018012001;   10;   5.7; 260;eor
       5705;2018012002;   10;   5.4; 260;eor
       5705;2018012003;   10;   5.6; 260;eor
       5705;2018012004;   10;   4.2; 250;eor
       5705;2018012005;   10;   2.5; 230;eor
       5705;2018012006;   10;   3.3; 260;eor
       5705;2018012007;   10;   3.2; 250;eor
       5705;2018012008;   10;   3.1; 240;eor
       5705;2018012009;   10;   3.6; 250;eor
       5705;2018012010;   10;   3.9; 240;eor
       5705;2018012011;   10;   3.4; 230;eor
       5705;2018012012;   10;   4.4; 250;eor
       5705;2018012013;   10;   4.6; 230;eor
       5705;2018012014;   10;   3.9; 210;eor
       5705;2018012015;   10;   3.7; 200;eor
       5705;2018012016;   10;   3.9; 180;eor
       5705;2018012017;   10;   4.4; 160;eor
       5705;2018012018;   10;   3.4; 140;eor
       5705;2018012019;   10;   1.9; 150;eor
       5705;2018012020;   10;   1.2; 120;eor
       5705;2018012021;   10;   1.3; 110;eor
       5705;2018012022;   10;   1.3;  70;eor
       5705;2018012023;   10;   1.2;  20;eor
       5705;2018012100;   10;   1.4; 330;eor
       5705;2018012101;   10;   2.0; 330;eor
       5705;2018012102;   10;   2.3; 310;eor
       5705;2018012103;   10;   2.9; 320;eor
       5705;2018012104;   10;   3.5; 310;eor
       5705;2018012105;   10;   5.8; 320;eor
       5705;2018012106;   10;   5.6; 310;eor
       5705;2018012107;   10;   4.8; 330;eor
       5705;2018012108;   10;   4.0; 320;eor
       5705;2018012109;   10;   3.2; 330;eor
       5705;2018012110;   10;   3.3; 320;eor
       5705;2018012111;   10;   3.8; 320;eor
       5705;2018012112;   10;   4.1; 320;eor
       5705;2018012113;   10;   4.6; 330;eor
       5705;2018012114;   10;   4.2; 320;eor
       5705;2018012115;   10;   3.8; 310;eor
       5705;2018012116;   10;   2.9; 300;eor
       5705;2018012117;   10;   2.1; 270;eor
       5705;2018012118;   10;   2.0; 240;eor
       5705;2018012119;   10;   2.4; 250;eor
       5705;2018012120;   10;   1.7; 190;eor
       5705;2018012121;   10;   2.9; 180;eor
       5705;2018012122;   10;   2.2; 160;eor
       5705;2018012123;   10;   2.3; 170;eor
       5705;2018012200;   10;   1.5; 170;eor
       5705;2018012201;   10;   2.1; 160;eor
       5705;2018012202;   10;   2.8; 180;eor
       5705;2018012203;   10;   4.2; 160;eor
       5705;2018012204;   10;   4.3; 150;eor
       5705;2018012205;   10;   4.1; 150;eor
       5705;2018012206;   10;   3.8; 160;eor
       5705;2018012207;   10;   3.5; 180;eor
       5705;2018012208;   10;   4.3; 180;eor
       5705;2018012209;   10;   3.0; 170;eor
       5705;2018012210;   10;   2.7; 170;eor
       5705;2018012211;   10;   3.0; 180;eor
       5705;2018012212;   10;   2.0; 180;eor
       5705;2018012213;   10;   1.2; 190;eor
       5705;2018012214;   10;   0.6; 210;eor
       5705;2018012215;   10;   0.7;  50;eor
       5705;2018012216;   10;   1.0; 330;eor
       5705;2018012217;   10;   1.5; 330;eor
       5705;2018012218;   10;   1.8; 330;eor
       5705;2018012219;   10;   2.1; 350;eor
       5705;2018012220;   10;   1.8; 330;eor
       5705;2018012221;   10;   2.6; 320;eor
       5705;2018012222;   10;   3.8; 310;eor
       5705;2018012223;   10;   3.4; 320;eor
       5705;2018012300;   10;   3.0; 310;eor
       5705;2018012301;   10;   4.4; 290;eor
       5705;2018012302;   10;   3.6; 280;eor
       5705;2018012303;   10;   3.6; 290;eor
       5705;2018012304;   10;   3.6; 300;eor
       5705;2018012305;   10;   4.6; 300;eor
       5705;2018012306;   10;   3.6; 300;eor
       5705;2018012307;   10;   3.0; 300;eor
       5705;2018012308;   10;   3.5; 310;eor
       5705;2018012309;   10;   2.4; 290;eor
       5705;2018012310;   10;   2.3; 180;eor
       5705;2018012311;   10;   3.1; 230;eor
       5705;2018012312;   10;   4.4; 260;eor
       5705;2018012313;   10;   5.4; 260;eor
       5705;2018012314;   10;   5.5; 250;eor
       5705;2018012315;   10;   5.2; 250;eor
       5705;2018012316;   10;   4.7; 250;eor
       5705;2018012317;   10;   4.8; 250;eor
       5705;2018012318;   10;   4.2; 250;eor
       5705;2018012319;   10;   3.4; 230;eor
       5705;2018012320;   10;   2.8; 220;eor
       5705;2018012321;   10;   2.9; 210;eor
       5705;2018012322;   10;   3.0; 230;eor
       5705;2018012323;   10;   3.0; 230;eor
       5705;2018012400;   10;   3.9; 230;eor
       5705;2018012401;   10;   3.4; 240;eor
       5705;2018012402;   10;   3.1; 230;eor
       5705;2018012403;   10;   3.8; 230;eor
       5705;2018012404;   10;   4.6; 240;eor
       5705;2018012405;   10;   3.8; 240;eor
       5705;2018012406;   10;   5.3; 250;eor
       5705;2018012407;   10;   6.6; 260;eor
       5705;2018012408;   10;   5.9; 250;eor
       5705;2018012409;   10;   4.7; 250;eor
       5705;2018012410;   10;   4.8; 260;eor
       5705;2018012411;   10;   5.9; 260;eor
       5705;2018012412;   10;   7.1; 260;eor
       5705;2018012413;   10;   5.9; 260;eor
       5705;2018012414;   10;   5.7; 250;eor
       5705;2018012415;   10;   5.3; 240;eor
       5705;2018012416;   10;   4.5; 220;eor
       5705;2018012417;   10;   4.6; 200;eor
       5705;2018012418;   10;   2.8; 180;eor
       5705;2018012419;   10;   2.2; 160;eor
       5705;2018012420;   10;   3.6; 180;eor
       5705;2018012421;   10;   2.8; 180;eor
       5705;2018012422;   10;   2.8; 180;eor
       5705;2018012423;   10;   3.3; 190;eor
       5705;2018012500;   10;   2.6; 190;eor
       5705;2018012501;   10;   3.5; 230;eor
       5705;2018012502;   10;   4.3; 240;eor
       5705;2018012503;   10;   4.2; 210;eor
       5705;2018012504;   10;   5.5; 240;eor
       5705;2018012505;   10;   6.2; 250;eor
       5705;2018012506;   10;   6.1; 260;eor
       5705;2018012507;   10;   5.4; 250;eor
       5705;2018012508;   10;   5.2; 240;eor
       5705;2018012509;   10;   3.2; 220;eor
       5705;2018012510;   10;   3.5; 200;eor
       5705;2018012511;   10;   4.5; 230;eor
       5705;2018012512;   10;   5.0; 260;eor
       5705;2018012513;   10;   5.2; 270;eor
       5705;2018012514;   10;   3.5; 270;eor
       5705;2018012515;   10;   2.7; 260;eor
       5705;2018012516;   10;   2.3; 220;eor
       5705;2018012517;   10;   2.0; 200;eor
       5705;2018012518;   10;   2.7; 160;eor
       5705;2018012519;   10;   2.3; 200;eor
       5705;2018012520;   10;   3.2; 190;eor
       5705;2018012521;   10;   3.1; 170;eor
       5705;2018012522;   10;   3.4; 180;eor
       5705;2018012523;   10;   3.2; 180;eor
       5705;2018012600;   10;   3.5; 180;eor
       5705;2018012601;   10;   3.7; 190;eor
       5705;2018012602;   10;   3.7; 200;eor
       5705;2018012603;   10;   2.4; 220;eor
       5705;2018012604;   10;   3.4; 310;eor
       5705;2018012605;   10;   1.3; 310;eor
       5705;2018012606;   10;   2.0; 320;eor
